timestamp_s,source_type,true_x,true_y,true_lon,true_lat,gps_x,gps_y,gps_lon,gps_lat,circle_x,circle_y,circle_r,circle_lon,circle_lat,cell_tower_x,cell_tower_y,cell_tower_lon,cell_tower_lat,cell_r_min,cell_r_max,cell_theta_start,cell_theta_end,dataset_id,path_complexity,density,reference_origin_lat,reference_origin_lon
2975.330313032145,gps,1581.5999324096358,364.4695586522434,-0.10527282837124767,51.51127408575134,1580.2063164300905,364.9238383799844,-0.1052929423776394,51.51127816661556,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
2977.3467450398393,gps,1583.9710769885369,365.7524294311257,-0.10523860573178619,51.511285609975616,1584.0071770711534,368.4423738269646,-0.10523808470066777,51.51130977415726,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3143.0980710359117,cell_sector,1715.7802625420102,510.8914403942915,-0.1033362087733524,51.51258941589432,,,,,,,,,,1800.0,450.0,-0.10212066850802563,51.512042418778535,82.91173823460532,137.6631179158769,2.1944539287443754,2.9036247855939545,S-D,simple,dense,51.508,-0.1281
3313.0104521262524,cell_sector,1870.2425722541136,597.9202122739719,-0.1011068601361153,51.513371208653695,,,,,,,,,,1800.0,450.0,-0.10212066850802563,51.512042418778535,150.14268959443157,178.58703980034136,0.8872440899754712,1.4449387036281343,S-D,simple,dense,51.508,-0.1281
3373.7292542757536,cell_sector,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,,,,,,1800.0,450.0,-0.10212066850802563,51.512042418778535,181.68676501920456,231.1230627952158,0.529193430730752,1.7426929129844677,S-D,simple,dense,51.508,-0.1281
3464.7107382050463,circle,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,1916.3889193916768,627.6822856063435,13.41524696878291,-0.10044083166420949,51.513638565907314,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3465.678266793957,circle,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,1871.3095699323385,638.0224623337286,57.24284509658356,-0.10109146019923543,51.51373145329526,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3467.7417305406157,circle,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,1888.2094034906015,638.9868224375117,43.6743205267857,-0.10084754554469694,51.51374011628947,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3468.9145617734234,circle,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,1896.0638882723183,622.6926334380328,28.56333968899558,-0.10073418206478421,51.51359374309926,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3469.7874165579738,circle,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,1905.5614693522598,664.0629463979798,48.13716919825078,-0.10059710383853548,51.51396537894367,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3470.868069795568,circle,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,1918.050397670615,655.2983036033185,42.12645696433522,-0.10041685161144545,51.513886644817845,,,,,,,,,S-D,simple,dense,51.508,-0.1281
3600.0,cell_sector,1912.3378911942773,632.662062024338,-0.10049930000000036,51.51368329999999,,,,,,,,,,1800.0,450.0,-0.10212066850802563,51.512042418778535,194.61595274634277,239.69504055532528,0.698856363240437,1.2250743582544341,S-D,simple,dense,51.508,-0.1281
