timestamp_s,source_type,true_x,true_y,true_lon,true_lat,gps_x,gps_y,gps_lon,gps_lat,circle_x,circle_y,circle_r,circle_lon,circle_lat,cell_tower_x,cell_tower_y,cell_tower_lon,cell_tower_lat,cell_r_min,cell_r_max,cell_theta_start,cell_theta_end,dataset_id,reference_origin_lat,reference_origin_lon
278.5335108726217,circle,1298.3296397756628,-1079.1329040384098,-0.10936125772356244,51.49830598418706,,,,,1311.7998050664582,-1117.0909001624966,46.31915559931418,-0.10916684334059508,51.49796500170633,,,,,,,,,run_01,51.508,-0.1281
279.48385098650596,circle,1298.4250914131371,-1078.0114641115456,-0.10935988007371165,51.49831605825332,,,,,1275.7805464198054,-1062.4765321220664,37.66536063491256,-0.10968670792974872,51.498455610921766,,,,,,,,,run_01,51.508,-0.1281
327.45948749014593,cell_sector,1309.2788973574645,-1022.5336120778078,-0.10920322750561319,51.49881442427745,,,,,,,,,,1350.0,-900.0,-0.10861550138101922,51.49991516244293,99.74807009422663,153.46147555565872,-2.39945954523282,-0.8987847094620227,run_01,51.508,-0.1281
338.0484408846156,circle,1313.9690483330257,-1010.1399661695705,-0.10913553473509012,51.4989257582929,,,,,1299.0622537362588,-1004.920554463442,32.31830512419137,-0.10935068393415245,51.498972645066,,,,,,,,,run_01,51.508,-0.1281
339.0594531878768,circle,1314.4029974713008,-1008.9675481337341,-0.10912927156369351,51.49893629030331,,,,,1314.0730183552505,-1026.686465842878,37.12782329572887,-0.10913403413971647,51.49877711855735,,,,,,,,,run_01,51.508,-0.1281
340.031228594436,circle,1314.8309004923935,-1007.7928967279524,-0.10912309565567607,51.49894684237642,,,,,1301.262387337236,-1011.9380701379174,26.655130317190086,-0.10931892948962665,51.49890960565013,,,,,,,,,run_01,51.508,-0.1281
341.11106616131633,circle,1315.3015940506998,-1006.5007802307358,-0.10911630215346364,51.498958449656406,,,,,1306.235744552874,-1009.851154246988,16.653823450648368,-0.10924714921421941,51.498928352734545,,,,,,,,,run_01,51.508,-0.1281
342.21372921056286,circle,1315.772287855625,-1005.2086637866278,-0.10910950864769177,51.49897005693591,,,,,1313.903837287917,-1021.596260678032,23.03065025841388,-0.10913647592362224,51.49882284464834,,,,,,,,,run_01,51.508,-0.1281
343.1240819870611,circle,1316.1574011519435,-1004.1514776429369,-0.10910395032214343,51.49897955380062,,,,,1313.2609002059721,-1008.8236416961948,17.66201805394098,-0.10914575541005576,51.498937583036835,,,,,,,,,run_01,51.508,-0.1281
344.0948565065797,circle,1316.5425146135094,-1003.0942915339436,-0.10909839199421006,51.498989050665024,,,,,1312.4390835425154,-992.5493318157924,19.736233455796583,-0.10915761665868108,51.49908377764987,,,,,,,,,run_01,51.508,-0.1281
345.0714961291238,circle,1316.9704186528106,-1001.9196403441372,-0.10909221607149687,51.49899960273619,,,,,1315.0573243046683,-1011.2265790480791,16.29889680049085,-0.10911982768941121,51.49891599708333,,,,,,,,,run_01,51.508,-0.1281
580.9702910006456,cell_sector,1318.3436018130446,-749.2992521712184,-0.10907239697120859,51.50126893029395,,,,,,,,,,1350.0,-900.0,-0.10861550138101922,51.49991516244293,140.81118412006032,176.487995620035,1.198430186447536,2.2337163472300503,run_01,51.508,-0.1281
671.914341144728,cell_sector,1249.4349184110304,-662.5551061572581,-0.11006695337608438,51.50204816621567,,,,,,,,,,1350.0,-450.0,-0.10861550138101922,51.503957581221464,201.38256893320084,264.6514000112478,-2.8631187119369987,-1.5776279334769812,run_01,51.508,-0.1281
836.7159952570736,cell_sector,1140.2016233292552,-495.01573555281,-0.11164351336657888,51.50355319798874,,,,,,,,,,1350.0,-450.0,-0.10861550138101922,51.503957581221464,181.22717359785753,223.1841516467635,-3.218499009604785,-2.560914103962598,run_01,51.508,-0.1281
1011.7797940881456,cell_sector,963.6148425336268,-406.15083553229215,-0.11419218365290679,51.504351484967835,,,,,,,,,,900.0,-450.0,-0.11511033425401282,51.503957581221464,66.7363248167126,101.45033062130128,0.18232347695541712,1.0012960932877073,run_01,51.508,-0.1281
1253.3669761416418,cell_sector,888.1161482727854,-155.01370818410567,-0.11528185343369214,51.5066074881669,,,,,,,,,,900.0,0.0,-0.11511033425401282,51.508,139.68371237369442,166.10689082196532,-2.3951671700374395,-1.0309935760184636,run_01,51.508,-0.1281
1405.5213383651842,cell_sector,795.7552862204748,11.276183277525943,-0.11661489424043742,51.50810129567785,,,,,,,,,,900.0,0.0,-0.11511033425401282,51.508,80.47709582242067,113.77204499123468,2.5547057275093055,3.565516120416226,run_01,51.508,-0.1281
1546.3499849095033,cell_sector,709.8888491905747,164.87712341999466,-0.11785420125801215,51.5094811163997,,,,,,,,,,900.0,0.0,-0.11511033425401282,51.508,239.4266396287067,270.0607609818574,2.1214895237542475,2.6675894236325908,run_01,51.508,-0.1281
1658.3312977580724,cell_sector,643.3543833617244,288.01572165289576,-0.11881449067101722,51.51058728924828,,,,,,,,,,450.0,450.0,-0.12160516712700639,51.512042418778535,238.3953695719427,271.43517058273085,-1.2154427873999847,-0.16631486088395453,run_01,51.508,-0.1281
1690.3498067690002,circle,625.4117712696395,323.76241834023153,-0.11907345570844621,51.510908407288184,,,,,631.6423491685141,320.5553075575706,24.227116664595897,-0.11898353001476762,51.51087959732185,,,,,,,,,run_01,51.508,-0.1281
1691.256037106143,circle,624.9240126963069,324.7761599862451,-0.11908049550937103,51.51091751388434,,,,,633.6010106246277,300.1315568965262,45.5384170027659,-0.11895526072851823,51.51069612764807,,,,,,,,,run_01,51.508,-0.1281
1692.3713468415306,circle,624.3278630696107,326.01517749364115,-0.11908909971424367,51.510928644167976,,,,,624.8811835370781,306.9603459173702,25.177725100203276,-0.1190811136609961,51.51075747170356,,,,,,,,,run_01,51.508,-0.1281
1693.2612963444776,circle,623.8401040721534,327.02891904122663,-0.11909613952128986,51.51093775076324,,,,,623.0720204198949,339.611276085241,30.596838107381995,-0.11910722524340962,51.51105077999967,,,,,,,,,run_01,51.508,-0.1281
1694.415699580771,circle,623.1897584454397,328.3805743702642,-0.11910552593496805,51.51094989288965,,,,,615.5327086058359,319.6178830392812,30.465685702687157,-0.11921603984387562,51.510871176294124,,,,,,,,,run_01,51.508,-0.1281
1695.3228114269598,circle,622.7019990027577,329.39431581729724,-0.11911256574844015,51.51095899948401,,,,,588.2961087398764,372.7949080021014,61.19468933738998,-0.11960914465311563,51.511348873637,,,,,,,,,run_01,51.508,-0.1281
1696.2597287555507,circle,622.2142393693476,330.40805722113527,-0.11911960556466501,51.51096810607798,,,,,611.9965486311899,342.46384237378726,29.911299284499755,-0.1192670771062034,51.51107640503863,,,,,,,,,run_01,51.508,-0.1281
1697.3909189380872,circle,621.6180884470285,331.64707443183096,-0.11912820978823734,51.510979236358956,,,,,596.7060877851783,340.42405775312756,43.33170097101633,-0.11948776374563871,51.511058081341616,,,,,,,,,run_01,51.508,-0.1281
1790.2978391722977,cell_sector,573.2026305676787,416.82326686915627,-0.11982698824911697,51.51174438711405,,,,,,,,,,450.0,450.0,-0.12160516712700639,51.512042418778535,98.34801374032807,160.30479553830784,-0.9984175589722862,0.28561998555929347,run_01,51.508,-0.1281
1993.9834427584071,cell_sector,405.19683383433755,595.9386545759702,-0.12225180951906628,51.513353408018034,,,,,,,,,,450.0,450.0,-0.12160516712700639,51.512042418778535,140.24008562938303,161.3061082770465,1.5030781089965588,2.1010559216445976,run_01,51.508,-0.1281
2243.3196740993935,cell_sector,160.5882922963475,649.8749215984656,-0.1257822352892795,51.513837925748376,,,,,,,,,,0.0,450.0,-0.1281,51.512042418778535,230.96088952064568,289.9618463860778,0.4445818279130725,1.3645445856350609,run_01,51.508,-0.1281
2475.314114970114,cell_sector,-83.80074409412671,589.5615113967091,-0.129309492950053,51.513296121166164,,,,,,,,,,0.0,450.0,-0.1281,51.512042418778535,153.02237300133947,175.2756845371147,1.6400617741789862,2.478058345212921,run_01,51.508,-0.1281
2742.24296472832,cell_sector,-263.41568392183814,767.176457426455,-0.1319018685404392,51.51489166337323,,,,,,,,,,-450.0,900.0,-0.13459483287299362,51.516084837557074,205.98227339038795,250.5049473651319,-1.1688815372145016,-0.1637440996841243,run_01,51.508,-0.1281
2912.208905091467,cell_sector,-163.45122376237535,613.0291153598246,-0.13045908529160646,51.51350693423938,,,,,,,,,,0.0,450.0,-0.1281,51.512042418778535,196.75676999236566,251.2248028009625,1.537946933275688,3.0116268994871116,run_01,51.508,-0.1281
3102.347427508856,cell_sector,31.202788091807374,625.76943750171,-0.1276496513470495,51.513621382500425,,,,,,,,,,0.0,450.0,-0.1281,51.512042418778535,160.10667581111136,201.65093573466768,0.7814602402982636,2.008790363305222,run_01,51.508,-0.1281
3193.947001653144,cell_sector,128.54632655898249,643.7212675211834,-0.12624469576124922,51.51378264653327,,,,,,,,,,0.0,450.0,-0.1281,51.512042418778535,213.71019098358323,266.06021490358495,0.49988514384688165,1.759581750196341,run_01,51.508,-0.1281
3304.690437541709,gps,246.90410122198688,659.5559213632051,-0.12453644250423668,51.51392489164892,243.1079359468662,654.7059551518884,-0.1245912324131704,51.51388132366117,,,,,,,,,,,,,,run_01,51.508,-0.1281
3305.7963122133883,gps,247.8617867113529,658.570700481963,-0.12452262026601818,51.513916041259165,245.66418459825138,657.8823961301601,-0.12455433817367581,51.513909858115966,,,,,,,,,,,,,,run_01,51.508,-0.1281
3306.6202934732614,gps,248.64534729015327,657.7646105420617,-0.12451131116600668,51.51390880003003,240.23743808955896,657.5540418372887,-0.12463266219949372,51.51390690845917,,,,,,,,,,,,,,run_01,51.508,-0.1281
3307.595709255595,gps,249.42890762029654,656.9585204839052,-0.12450000206958403,51.51390155879983,239.42398807766003,665.3113508871782,-0.12464440269255554,51.513976593552,,,,,,,,,,,,,,run_01,51.508,-0.1281
3308.7030731153955,gps,250.4736543406665,655.8837335605433,-0.12448492327993202,51.51389190382463,249.98767263222035,652.0319872123674,-0.12449193743543353,51.51385730299848,,,,,,,,,,,,,,run_01,51.508,-0.1281
3309.8147632167716,gps,251.43133844601488,654.8985120313755,-0.12447110106168899,51.51388305342905,245.98130973631345,652.5919291861263,-0.12454976111862794,51.51386233304281,,,,,,,,,,,,,,run_01,51.508,-0.1281
3310.6491982285575,gps,252.12783574403608,654.1819871748056,-0.12446104854269535,51.51387661677675,250.7893589334535,647.9149213811374,-0.12448036672756005,51.51382031876686,,,,,,,,,,,,,,run_01,51.508,-0.1281
3311.767399644375,gps,253.2826414934489,653.5036888944015,-0.124444381275266,51.51387052351962,247.76387093051187,652.3806388640323,-0.12452403348075639,51.51386043498955,,,,,,,,,,,,,,run_01,51.508,-0.1281
3437.1399971529167,cell_sector,372.6653009119483,619.4547823708747,-0.12272133589558451,51.51356465698825,,,,,,,,,,450.0,450.0,-0.12160516712700639,51.512042418778535,170.62187448039538,216.52851089447327,1.3157684794444255,2.685618848502414,run_01,51.508,-0.1281
3526.239056801132,gps,452.11299747602555,543.0862927988278,-0.12157467031485565,51.51287862717417,454.9545949083527,535.0751625570771,-0.12153365764726609,51.51280666196678,,,,,,,,,,,,,,run_01,51.508,-0.1281
3527.1004197961897,gps,452.7402768316102,542.1528349760803,-0.12156561681579076,51.51287024177988,456.56478308820584,541.9693341590007,-0.12151041786255007,51.51286859336399,,,,,,,,,,,,,,run_01,51.508,-0.1281
3528.103566950765,gps,453.46095355108895,541.1321135231234,-0.12155521531612748,51.512861072483055,456.368963446794,550.7342503126854,-0.12151324411998168,51.51294732994544,,,,,,,,,,,,,,run_01,51.508,-0.1281
3529.0960449030695,gps,454.1119608392649,540.2151293124872,-0.12154581935271459,51.512852835073744,440.4268143011987,541.7808183868077,-0.12174333655184162,51.512866899898,,,,,,,,,,,,,,run_01,51.508,-0.1281
3530.163024323237,gps,454.90763609709836,539.0943707258165,-0.12153433540200169,51.512842767128056,448.31292171809116,542.6475508742434,-0.12162951666363897,51.512874685888406,,,,,,,,,,,,,,run_01,51.508,-0.1281
3531.130276351171,gps,455.630976938362,538.0754991791669,-0.1215238954511701,51.51283361444923,447.7510963137912,535.1031017771429,-0.12163762546831615,51.51280691294907,,,,,,,,,,,,,,run_01,51.508,-0.1281
3532.179572828677,gps,456.35431749221135,537.0566275369216,-0.12151345550448674,51.51282446176954,457.5707200267736,540.7376838555339,-0.12149589921300169,51.51285752926107,,,,,,,,,,,,,,run_01,51.508,-0.1281
3600.0,cell_sector,503.31218011486413,471.4312233581291,-0.12083571446047091,51.51223493873354,,,,,,,,,,450.0,450.0,-0.12160516712700639,51.512042418778535,35.549364766414385,73.6580273928371,0.07255802423941426,0.7939890618187445,run_01,51.508,-0.1281
